1,804.92,162.41,181.8,63.412,51.32,13
1,304.87,193.12,148.19,90.045,44.117,16
1,657.7,180.52,48.713,41.864,44.059,7
1,475.24,183.47,45.425,27.601,32.449,16
1,425.36,184.01,66.818,41.864,19.533,6
1,740.66,166.57,120.03,41.864,13.453,13
1,910.52,157.13,171.42,63.412,12.107,3
1,963.04,179.5,27.926,24,8.4051,7
1,501.25,181.5,39.498,24,5.9347,16
1,974.61,156.76,79.782,29.512,5.8803,3
1,808.67,190.54,80.154,36.439,4.1706,5
1,936.24,157.78,54.191,33.953,3.2353,8
1,330.85,238.11,88.107,55.203,2.7929,6
1,861.45,181.01,85.708,38.964,2.5107,9
1,47.311,221.41,152.94,95.821,0.21274,6
2,284.42,194.02,128.76,78.24,55.688,16
2,476.2,183.81,48.57,29.512,35.159,16
2,643.69,171.93,39.507,33.953,27.682,7
2,617.04,167.5,27.926,24,7.9529,7
2,665.04,173.5,27.926,24,3.2562,7
3,568.21,187.5,29.571,24,62.219,17
3,470.94,188.82,78.131,63.412,55.928,17
3,244.82,190.73,247.77,155.24,51.031,6
3,290.89,199.65,132.92,83.279,2.6112,6
3,379.53,197.47,111.5,95.821,1.1481,7
4,678.63,166.57,48.713,41.864,47.486,7
4,425.13,174.53,78.753,47.852,40.553,16
4,647.04,175.5,27.926,24,27.629,7
4,379.56,183.21,84.593,51.401,18.004,16
4,406.18,203.04,29.925,25.718,3.2362,7
4,451.99,192.68,32.117,27.601,2.0552,7
5,397.25,181.5,39.498,24,43.775,16
5,303.54,190.18,42.325,25.718,34.923,16
6,226.12,181.9,73.665,44.761,46.539,16
6,388.21,171.5,29.571,24,21.267,17
6,196.18,201.88,79.135,27.601,2.4575,13
7,425.23,181.33,73.003,59.25,39.539,17
8,296.46,184.46,59.97,36.439,72.793,16
8,600.1,181.33,68.942,59.25,59.625,7
8,375.44,184.25,64.126,38.964,59.382,16
8,377.04,197.5,27.926,24,1.2502,7
9,413.25,177.5,39.498,24,14.911,16
9,924.57,177.08,274.11,166.56,1.6047,18
10,571.04,183.5,27.926,24,43.118,7
10,1009.9,164.93,235.17,83.279,42.442,14
10,480.31,183.75,31.688,25.718,41.849,17
10,496.21,181.5,29.571,24,15.611,17
10,421.83,183.81,34.34,29.512,7.4501,7
11,560.27,178.52,55.68,47.852,69.689,7
11,1109.7,215.49,52.083,44.761,8.4588,7
11,869.22,158.17,44.054,27.601,3.6402,8
12,557.04,161.5,27.926,24,5.4464,7
12,770.59,153.5,64.812,24,3.5859,11
13,611.76,165.8,44.759,36.327,80.57,17
13,687.04,181.5,27.926,24,12.118,7
13,666.81,169.16,47.137,29.533,3.128,8
14,289.87,185.62,148.19,90.045,37.829,16
14,1041.2,165.3,194.71,118.31,31.605,16
14,825.07,157.58,274.72,95.821,16.572,13
14,54.256,176.25,295.67,179.66,12.762,16
14,183.86,163.25,120.88,44.761,9.684,11
14,347.76,236.08,42.4,36.439,6.9337,7
14,133.88,157.99,224.9,83.279,5.5025,11
14,150.05,248.26,137.06,83.279,0.99682,16
15,121.98,194.98,61.939,27.601,42.554,15
15,531.04,171.5,27.926,24,30.444,7
16,298.64,196.12,170.32,103.49,52.701,16
17,591.04,157.5,27.926,24,9.0817,7
18,209.45,144.13,279.22,103.39,12.386,11
18,503.07,157.15,257.63,95.402,4.4966,11
19,513.38,187.5,48.009,38.964,79.535,17
19,646.52,183.25,39.507,33.953,50.906,7
19,213.57,214.72,239.21,145.35,47.899,16
19,549.04,185.5,27.926,24,29.642,7
19,629.85,185.5,38.306,24,7.4831,8
19,842.01,287.7,98.509,36.439,1.6334,3
20,566.94,176.43,34.34,29.512,51.766,7
20,673.82,177.76,45.338,38.964,39.439,7
20,337.44,176.94,202.42,126.82,36.047,6
20,731.25,171.54,305.11,191.16,35.407,8
20,436.32,187.5,124.88,78.24,18.425,6
20,654.8,177.32,29.925,25.718,7.5696,7
20,774.14,181.52,152.94,95.821,5.743,8
20,716.82,178.12,104.77,90.045,4.5264,7
20,389.94,185.99,84.403,72.537,2.7763,7
20,481.37,184.46,42.4,36.439,1.207,7
21,634.91,178.92,36.862,31.68,34.395,7
21,759.34,178.93,113.06,51.401,32.634,9
21,92.287,178.12,243.17,90.045,28.989,11
21,612.99,174.27,32.117,27.601,23.118,7
21,344.04,161.79,115.77,72.537,13.431,6
21,449.62,177.59,54.191,33.953,8.0012,6
21,476.81,173.64,52.138,31.68,7.8372,18
21,419.76,174.53,129.36,47.852,5.3475,3
21,271.51,185.99,115.77,72.537,5.0917,6
21,244.77,166.98,73.665,44.761,4.8396,16
21,133,164.87,419.67,155.24,1.2882,3
22,393.07,184.68,111.46,67.728,55.063,16
22,671.38,179.04,108.1,67.728,43.889,8
22,647.18,174.44,52.083,44.761,36.255,7
22,762.18,177.08,265.84,166.56,30.084,8
22,100.79,166.19,325.99,204.24,28.662,6
22,434.35,172.32,81.772,36.439,10.371,15
22,154.55,189.79,174.96,109.62,4.8943,6
22,769.65,185.76,132.92,83.279,2.6073,8
22,542.21,169.5,29.571,24,1.8671,17
22,847.85,245.5,38.306,24,1.8148,6
22,799.55,266.45,98.406,36.439,1.8038,11
23,794.94,187.5,305.11,191.16,45.083,8
23,687.79,182.9,64.233,55.203,38.862,7
23,322.62,117.94,239.21,145.35,27.785,16
23,623.88,171.93,39.507,33.953,21.255,7
23,49.393,191.25,395.18,179.66,13.635,5
23,395.5,173.54,111.5,95.821,4.2818,7
24,165.92,173.55,118.22,41.864,40.165,14
24,388.56,173.04,69.452,25.718,27.523,11
24,111.91,183.25,95.876,33.953,23.086,14
24,1076.6,163.5,52.791,24,14.203,5
24,277.25,173.5,39.498,24,11.808,16
